student_id,exam_id,student_country,exam_result,exam_completion_time,date_exam_completed,date_exam_completed_m,date_exam_completed_m_n
265970,369,US,83.5,1.915,2022-03-07,3,March
265970,370,US,66.5,2.345,2022-03-07,3,March
265970,371,US,83.0,13.92,2022-03-07,3,March
265970,518,US,76.14285714285714,6.178571428571429,2022-04-07,4,April
265970,519,US,83.25,7.6,2022-04-07,4,April
265970,520,US,61.0,15.12,2022-04-05,4,April
265970,521,US,33.333333333333336,16.64,2022-04-05,4,April
265970,522,US,69.0,64.17333333333333,2022-04-13,4,April
265970,584,US,17.0,7.68,2022-06-20,6,June
265970,702,US,75.0,5.5,2022-09-28,9,September
265970,716,US,75.0,5.195,2022-08-08,8,August
265970,717,US,75.0,5.575,2022-08-14,8,August
265970,718,US,66.66666666666667,2.6266666666666665,2022-08-15,8,August
265970,719,US,78.0,29.205000000000002,2022-08-15,8,August
266001,239,GB,83.0,5.03,2022-05-04,5,May
266001,240,GB,83.5,7.57,2022-05-05,5,May
266001,365,GB,75.0,2.905,2022-05-10,5,May
266001,367,GB,83.0,6.82,2022-05-10,5,May
266001,368,GB,83.33333333333333,1.6500000000000001,2022-03-15,3,March
266001,369,GB,75.0,3.265,2022-03-15,3,March
266001,370,GB,100.0,5.8,2022-03-15,3,March
266001,371,GB,75.0,20.63,2022-03-15,3,March
266001,420,GB,91.5,3.73,2022-03-07,3,March
266001,421,GB,66.5,3.9499999999999997,2022-03-09,3,March
266001,422,GB,83.2,1.7399999999999998,2022-03-14,3,March
266001,423,GB,65.0,13.375,2022-03-20,3,March
266001,439,GB,83.33333333333333,2.763333333333333,2022-03-16,3,March
266001,440,GB,66.5,3.035,2022-03-17,3,March
266001,441,GB,83.5,2.34,2022-03-17,3,March
266001,442,GB,91.5,3.59,2022-03-17,3,March
266001,443,GB,43.0,19.543333333333333,2022-03-17,3,March
266001,523,GB,66.5,3.365,2022-06-15,6,June
266001,524,GB,75.0,3.415,2022-06-16,6,June
266001,525,GB,83.33333333333333,2.02,2022-06-16,6,June
266001,530,GB,58.5,4.84,2022-04-23,4,April
266001,531,GB,43.4,9.744,2022-04-23,4,April
266001,532,GB,79.0,16.27,2022-04-23,4,April
266001,537,GB,66.5,4.025,2022-05-25,5,May
266001,538,GB,58.333333333333336,31.126666666666665,2022-07-15,7,July
266001,563,GB,91.5,5.010000000000001,2022-03-19,3,March
266001,564,GB,91.5,7.4750000000000005,2022-03-19,3,March
266001,619,GB,70.0,21.99,2022-04-30,4,April
266001,716,GB,75.0,3.775,2022-09-21,9,September
266001,717,GB,0.0,8.37,2022-09-24,9,September
266001,817,GB,66.5,2.485,2022-10-13,10,October
266012,478,US,83.0,2.98,2022-03-25,3,March
266012,479,US,100.0,16.05,2022-04-01,4,April
266012,480,US,100.0,6.48,2022-04-07,4,April
266012,481,US,83.5,3.635,2022-04-22,4,April
266012,537,US,91.5,2.515,2022-07-21,7,July
266012,538,US,71.0,39.45,2022-07-21,7,July
266012,544,US,83.5,6.385,2022-06-19,6,June
266012,545,US,91.5,9.625,2022-06-20,6,June
266012,546,US,91.5,8.399999999999999,2022-06-23,6,June
266012,547,US,83.5,8.565,2022-06-25,6,June
266012,548,US,83.0,63.68,2022-06-26,6,June
266012,580,US,83.5,2.585,2022-06-30,6,June
266012,581,US,100.0,3.97,2022-06-30,6,June
266012,582,US,75.0,2.94,2022-06-30,6,June
266012,583,US,75.0,36.17,2022-07-01,7,July
266012,684,US,50.0,0.615,2022-07-07,7,July
266012,685,US,50.0,2.065,2022-07-14,7,July
266012,686,US,66.5,4.26,2022-07-16,7,July
266012,687,US,76.5,53.685,2022-07-17,7,July
266012,707,US,91.5,7.66,2022-07-17,7,July
266012,708,US,91.5,4.705,2022-07-18,7,July
266012,709,US,58.5,4.2,2022-07-19,7,July
266012,710,US,66.5,3.71,2022-07-20,7,July
266012,711,US,61.5,30.865,2022-07-21,7,July
266012,716,US,83.5,4.949999999999999,2022-07-22,7,July
266012,717,US,50.0,7.37,2022-07-25,7,July
266012,718,US,58.5,3.8949999999999996,2022-07-25,7,July
266012,719,US,83.0,42.48,2022-07-26,7,July
266012,723,US,66.5,10.14,2022-07-27,7,July
266012,724,US,83.5,0.275,2022-09-18,9,September
266012,725,US,66.5,0.355,2022-10-10,10,October
266012,726,US,83.5,0.625,2022-10-11,10,October
266012,727,US,45.0,6.05,2022-10-11,10,October
266012,744,US,83.5,1.94,2022-10-12,10,October
266012,745,US,100.0,1.0,2022-10-14,10,October
266012,746,US,91.5,0.935,2022-10-15,10,October
266032,563,IN,83.5,3.015,2022-03-06,3,March
266032,564,IN,66.5,3.9499999999999997,2022-03-06,3,March
266041,420,IN,83.0,5.55,2022-03-15,3,March
266041,421,IN,33.0,4.07,2022-03-30,3,March
266041,422,IN,50.0,5.38,2022-04-07,4,April
266041,423,IN,75.0,13.9,2022-04-07,4,April
266078,368,NG,44.666666666666664,1.9466666666666665,2022-03-07,3,March
266095,368,NG,75.0,4.155,2022-03-10,3,March
266095,369,NG,83.0,6.05,2022-03-14,3,March
266095,370,NG,83.0,6.37,2022-03-14,3,March
266095,478,NG,75.0,3.725,2022-04-01,4,April
266095,479,NG,100.0,19.25,2022-04-06,4,April
266095,480,NG,100.0,10.73,2022-04-08,4,April
266095,481,NG,83.0,9.78,2022-04-15,4,April
266095,518,NG,33.0,19.92,2022-03-17,3,March
266095,519,NG,83.0,18.77,2022-03-19,3,March
266095,520,NG,58.0,12.175,2022-03-20,3,March
266095,521,NG,58.0,4.58,2022-03-22,3,March
266095,537,NG,75.0,4.765000000000001,2022-03-23,3,March
266095,584,NG,75.0,6.19,2022-03-25,3,March
266095,585,NG,50.0,15.67,2022-03-26,3,March
266095,586,NG,75.0,3.85,2022-03-27,3,March
266108,368,US,17.0,10.0,2022-03-21,3,March
266115,368,NG,66.5,4.01,2022-03-07,3,March
266174,368,IN,55.333333333333336,4.556666666666667,2022-03-10,3,March
266184,368,NG,83.5,1.935,2022-03-07,3,March
266187,365,NG,33.0,5.38,2022-09-09,9,September
266187,368,NG,58.0,2.125,2022-06-22,6,June
266187,539,NG,33.0,5.5,2022-09-16,9,September
266187,540,NG,0.0,0.78,2022-09-16,9,September
266187,544,NG,33.0,8.93,2022-09-19,9,September
266187,545,NG,50.0,7.15,2022-09-20,9,September
266187,693,NG,67.0,4.5,2022-07-25,7,July
266187,694,NG,33.0,2.6,2022-07-25,7,July
266187,695,NG,72.33333333333333,3.61,2022-07-27,7,July
266187,756,NG,83.0,3.42,2022-07-23,7,July
266187,757,NG,0.0,8.0,2022-07-23,7,July
266187,798,NG,83.0,4.2,2022-09-10,9,September
266187,799,NG,83.0,8.93,2022-09-13,9,September
266187,800,NG,67.0,6.83,2022-09-14,9,September
266259,420,US,91.5,2.63,2022-03-07,3,March
266259,421,US,75.0,4.7700000000000005,2022-03-07,3,March
266259,422,US,67.0,4.53,2022-03-08,3,March
266259,423,US,43.0,13.206666666666665,2022-03-08,3,March
266320,368,US,83.33333333333333,1.9399999999999997,2022-04-07,4,April
266323,167,IN,100.0,1.67,2022-03-08,3,March
266332,368,IN,83.5,1.335,2022-03-10,3,March
266332,369,IN,83.0,2.18,2022-03-10,3,March
266332,370,IN,100.0,3.8,2022-03-11,3,March
266332,478,IN,100.0,4.73,2022-03-19,3,March
266332,479,IN,100.0,8.23,2022-03-24,3,March
266332,480,IN,83.0,7.28,2022-03-24,3,March
266332,518,IN,100.0,7.6,2022-03-12,3,March
266332,519,IN,89.0,6.176666666666667,2022-06-03,6,June
266332,520,IN,67.0,19.67,2022-03-15,3,March
266332,537,IN,83.0,6.88,2022-03-20,3,March
266332,538,IN,50.0,35.215,2022-06-16,6,June
266332,644,IN,50.0,17.285,2022-06-12,6,June
266332,664,IN,100.0,1.97,2022-06-15,6,June
266332,665,IN,100.0,6.15,2022-06-15,6,June
266332,670,IN,83.0,25.0,2022-06-04,6,June
266332,671,IN,90.0,70.3,2022-06-06,6,June
266332,684,IN,83.5,2.69,2022-08-25,8,August
266332,685,IN,41.5,10.36,2022-09-01,9,September
266363,368,NG,67.0,3.73,2022-03-09,3,March
266366,368,US,83.5,2.435,2022-03-15,3,March
266366,369,US,0.0,8.0,2022-06-27,6,June
266366,756,US,58.5,1.185,2022-07-29,7,July
266378,368,NG,83.0,4.62,2022-03-11,3,March
266410,368,US,100.0,7.32,2022-03-11,3,March
266410,369,US,83.0,7.53,2022-03-11,3,March
266410,370,US,58.5,5.11,2022-04-01,4,April
266412,368,US,91.5,3.99,2022-03-10,3,March
266455,368,US,66.66666666666667,2.5533333333333332,2022-03-09,3,March
266455,369,US,50.0,4.17,2022-03-09,3,March
266455,370,US,67.0,5.52,2022-03-10,3,March
266489,368,US,91.5,1.65,2022-03-10,3,March
266489,369,US,75.0,1.6875,2022-03-12,3,March
266489,370,US,91.5,1.34,2022-03-12,3,March
266489,371,US,63.0,21.15,2022-03-12,3,March
266496,368,US,77.66666666666667,1.0999999999999999,2022-03-14,3,March
266496,369,US,83.5,1.94,2022-03-16,3,March
266496,370,US,75.0,2.8550000000000004,2022-03-16,3,March
266512,367,US,83.0,10.0,2022-03-17,3,March
266512,368,US,75.0,3.875,2022-06-04,6,June
266512,369,US,91.5,4.135,2022-06-04,6,June
266512,370,US,33.0,2.75,2022-06-05,6,June
266512,478,US,91.5,4.25,2022-04-03,4,April
266512,479,US,100.0,15.47,2022-04-19,4,April
266512,480,US,91.5,4.48,2022-04-20,4,April
266512,481,US,83.5,6.87,2022-05-31,5,May
266512,526,US,79.0,19.98,2022-03-29,3,March
266512,616,US,83.5,3.96,2022-06-06,6,June
266512,617,US,91.5,7.315,2022-06-09,6,June
266512,684,US,91.5,4.115,2022-08-16,8,August
266512,707,US,72.0,2.8366666666666664,2022-09-15,9,September
266512,716,US,75.0,6.31,2022-07-11,7,July
266512,717,US,58.5,10.15,2022-07-16,7,July
266512,718,US,75.0,6.545,2022-07-19,7,July
266584,368,US,83.0,5.75,2022-03-18,3,March
266584,369,US,100.0,5.03,2022-03-24,3,March
266584,616,US,83.0,4.5,2022-06-12,6,June
266584,713,US,83.0,11.18,2022-08-12,8,August
266614,365,US,67.0,4.42,2022-04-06,4,April
266614,366,US,83.0,4.95,2022-04-06,4,April
266614,368,US,75.0,4.1,2022-03-12,3,March
266614,369,US,66.66666666666667,2.8733333333333335,2022-03-12,3,March
266614,370,US,75.0,3.035,2022-03-12,3,March
266614,371,US,67.0,30.0,2022-03-12,3,March
266614,478,US,83.0,9.07,2022-03-28,3,March
266614,479,US,67.0,11.5,2022-05-12,5,May
266614,480,US,67.0,11.03,2022-05-26,5,May
266614,518,US,83.0,12.32,2022-03-13,3,March
266614,519,US,83.0,16.5,2022-03-14,3,March
266614,520,US,75.0,12.23,2022-03-16,3,March
266614,521,US,83.5,11.8,2022-03-17,3,March
266614,522,US,75.0,47.885,2022-03-18,3,March
266614,530,US,83.0,11.93,2022-06-23,6,June
266614,532,US,75.0,18.58,2022-06-23,6,June
266614,538,US,75.0,17.299999999999997,2022-04-08,4,April
266614,584,US,50.0,4.7749999999999995,2022-03-19,3,March
266614,585,US,50.0,5.425000000000001,2022-03-21,3,March
266614,586,US,66.5,5.11,2022-03-25,3,March
266614,587,US,69.5,14.19,2022-03-25,3,March
266614,616,US,100.0,5.68,2022-06-11,6,June
266614,617,US,75.0,6.9,2022-06-12,6,June
266614,618,US,67.0,15.7,2022-06-15,6,June
266614,619,US,75.0,26.200000000000003,2022-06-21,6,June
266614,624,US,67.0,5.45,2022-04-07,4,April
266614,625,US,79.0,5.85,2022-04-07,4,April
266614,660,US,67.0,9.82,2022-06-26,6,June
266614,661,US,83.0,10.43,2022-06-27,6,June
266614,662,US,75.0,6.4350000000000005,2022-07-04,7,July
266614,663,US,71.0,45.83,2022-07-04,7,July
266616,368,US,100.0,6.83,2022-03-13,3,March
266616,369,US,91.5,3.49,2022-03-14,3,March
266616,370,US,77.66666666666667,2.0,2022-03-14,3,March
266616,563,US,100.0,7.33,2022-03-15,3,March
266616,564,US,91.5,8.305,2022-03-23,3,March
266616,565,US,78.0,3.373333333333333,2022-03-24,3,March
266640,368,IN,50.0,6.3,2022-03-13,3,March
266681,420,GB,66.5,2.69,2022-05-13,5,May
266681,421,GB,17.0,9.98,2022-05-22,5,May
266693,368,US,77.66666666666667,2.9600000000000004,2022-03-11,3,March
266693,369,US,77.66666666666667,1.8933333333333333,2022-03-11,3,March
266693,370,US,77.66666666666667,1.46,2022-03-11,3,March
266693,371,US,88.0,27.8,2022-03-12,3,March
266693,518,US,75.0,10.785,2022-03-28,3,March
266693,519,US,100.0,14.87,2022-03-29,3,March
266693,520,US,72.0,16.423333333333332,2022-04-05,4,April
266693,521,US,75.0,14.96,2022-04-10,4,April
266693,522,US,48.666666666666664,50.623333333333335,2022-04-14,4,April
266693,616,US,100.0,3.75,2022-04-20,4,April
266693,617,US,83.0,9.37,2022-05-09,5,May
266693,618,US,83.0,11.52,2022-05-12,5,May
266693,619,US,60.0,34.6,2022-05-28,5,May
266693,660,US,75.0,3.125,2022-06-06,6,June
266693,702,US,83.0,6.37,2022-08-23,8,August
266693,716,US,75.0,6.155,2022-07-14,7,July
266693,717,US,50.0,3.35,2022-07-19,7,July
266693,718,US,50.0,4.1,2022-08-15,8,August
266693,719,US,72.0,21.805,2022-08-16,8,August
266711,563,US,100.0,2.87,2022-03-11,3,March
266725,518,US,100.0,7.87,2022-03-28,3,March
266725,519,US,66.5,8.42,2022-05-04,5,May
266725,520,US,83.0,15.65,2022-05-04,5,May
266725,521,US,66.5,15.26,2022-05-16,5,May
266725,523,US,75.0,2.275,2022-05-16,5,May
266725,524,US,91.5,2.85,2022-05-17,5,May
266725,525,US,75.0,2.175,2022-05-17,5,May
266725,611,US,83.33333333333333,4.76,2022-05-10,5,May
266725,612,US,83.0,15.32,2022-05-11,5,May
266725,613,US,75.0,6.0600000000000005,2022-05-17,5,May
266725,614,US,83.5,4.705,2022-05-19,5,May
266725,616,US,100.0,3.78,2022-04-11,4,April
266725,617,US,91.5,3.0500000000000003,2022-04-11,4,April
266725,618,US,55.666666666666664,5.02,2022-04-14,4,April
266738,432,US,77.66666666666667,2.1599999999999997,2022-08-17,8,August
266738,433,US,83.5,2.595,2022-08-18,8,August
266738,434,US,83.5,2.0700000000000003,2022-08-18,8,August
266738,435,US,67.0,22.18,2022-08-18,8,August
266738,539,US,83.5,6.61,2022-09-01,9,September
266786,563,GB,50.0,9.2,2022-03-13,3,March
266798,368,EG,100.0,0.5,2022-03-11,3,March
266799,368,GB,77.66666666666667,1.5533333333333335,2022-03-12,3,March
266833,368,NG,50.0,2.27,2022-03-16,3,March
266875,369,US,83.0,4.43,2022-03-12,3,March
266875,370,US,50.0,4.57,2022-03-12,3,March
266875,420,US,83.0,4.57,2022-03-14,3,March
266875,421,US,75.0,5.0649999999999995,2022-03-14,3,March
266903,368,US,83.5,2.9349999999999996,2022-03-12,3,March
266919,563,IN,83.0,10.0,2022-03-14,3,March
266919,564,IN,100.0,9.13,2022-03-23,3,March
266926,563,IN,0.0,10.0,2022-03-12,3,March
266987,563,IN,83.0,8.6,2022-03-13,3,March
266991,518,IN,83.0,19.53,2022-03-13,3,March
267026,362,US,83.0,2.72,2022-05-05,5,May
267026,368,US,83.5,1.28,2022-03-19,3,March
267026,408,US,58.5,0.515,2022-07-22,7,July
267026,523,US,75.0,1.675,2022-06-18,6,June
267026,524,US,91.5,3.68,2022-06-22,6,June
267026,525,US,75.0,1.0250000000000001,2022-06-22,6,June
267026,526,US,79.0,11.86,2022-06-23,6,June
267026,563,US,100.0,6.18,2022-03-21,3,March
267026,564,US,83.5,5.235,2022-03-22,3,March
267026,565,US,75.0,3.36,2022-03-23,3,March
267026,702,US,66.5,2.765,2022-09-27,9,September
267076,539,IN,0.0,2.38,2022-03-13,3,March
267092,368,NG,67.0,5.95,2022-03-19,3,March
267098,368,IN,67.0,2.9,2022-03-23,3,March
267114,368,US,83.25,0.875,2022-03-13,3,March
267114,369,US,75.0,1.275,2022-03-17,3,March
267114,371,US,63.0,9.7,2022-03-17,3,March
267114,420,US,83.5,1.975,2022-03-17,3,March
267114,421,US,66.5,1.865,2022-03-17,3,March
267114,478,US,75.0,1.5,2022-06-27,6,June
267114,479,US,100.0,7.32,2022-06-29,6,June
267114,480,US,100.0,2.93,2022-06-29,6,June
267114,705,US,75.0,2.19,2022-07-22,7,July
267129,368,NG,83.5,4.165,2022-03-15,3,March
267185,368,IN,17.0,5.95,2022-03-14,3,March
267237,368,NG,50.0,2.2933333333333334,2022-03-14,3,March
267244,368,US,50.0,5.62,2022-03-16,3,March
267261,518,IN,0.0,0.95,2022-03-15,3,March
267300,368,NG,75.0,2.375,2022-03-16,3,March
267345,368,US,17.0,1.98,2022-05-09,5,May
267361,368,IN,75.0,1.4649999999999999,2022-03-16,3,March
267391,368,US,91.5,3.025,2022-03-17,3,March
267391,369,US,100.0,4.07,2022-03-25,3,March
267391,370,US,91.5,1.875,2022-03-29,3,March
267391,371,US,88.0,21.6,2022-03-29,3,March
267443,560,EG,83.0,6.82,2022-03-28,3,March
267443,561,EG,17.0,2.07,2022-03-30,3,March
267503,530,NG,66.5,10.855,2022-03-16,3,March
267525,368,IN,83.5,10.0,2022-03-19,3,March
267546,368,US,83.16666666666667,1.49,2022-03-16,3,March
267546,369,US,78.0,2.763333333333333,2022-03-17,3,March
267546,370,US,66.75,1.7325,2022-03-17,3,March
267546,420,US,70.75,2.6925,2022-03-18,3,March
267558,368,US,100.0,2.9,2022-03-16,3,March
267558,369,US,100.0,5.23,2022-03-19,3,March
267558,370,US,83.5,2.945,2022-03-19,3,March
267558,518,US,17.0,20.0,2022-03-25,3,March
267558,616,US,100.0,4.58,2022-04-01,4,April
267558,617,US,91.5,4.08,2022-04-25,4,April
267558,618,US,91.5,4.665,2022-05-22,5,May
267558,667,US,100.0,8.28,2022-06-05,6,June
267558,668,US,100.0,12.15,2022-06-12,6,June
267558,669,US,91.5,12.3,2022-06-19,6,June
267643,368,US,75.0,1.4500000000000002,2022-03-18,3,March
267643,369,US,75.0,2.55,2022-03-26,3,March
267643,370,US,79.0,2.2325,2022-03-26,3,March
267643,518,US,66.5,3.285,2022-04-07,4,April
267643,563,US,91.5,4.58,2022-03-19,3,March
267643,617,US,66.5,5.8999999999999995,2022-04-01,4,April
267643,618,US,66.5,4.975,2022-04-02,4,April
267643,656,US,75.0,3.2750000000000004,2022-05-31,5,May
267653,368,IN,33.0,1.33,2022-03-17,3,March
267662,448,IN,74.0,1.0457142857142858,2022-03-25,3,March
267662,449,IN,100.0,2.77,2022-03-25,3,March
267662,450,IN,83.0,20.55,2022-03-25,3,March
267813,518,GB,100.0,10.63,2022-03-26,3,March
267813,519,GB,100.0,11.98,2022-03-26,3,March
267813,560,GB,100.0,6.42,2022-03-29,3,March
267814,368,NG,6.6,8.77,2022-03-19,3,March
267815,368,GB,75.0,2.26,2022-03-18,3,March
267840,362,US,91.5,1.21,2022-03-19,3,March
267840,518,US,75.0,10.145000000000001,2022-03-20,3,March
267840,519,US,83.0,18.37,2022-03-20,3,March
267843,368,US,50.0,1.9849999999999999,2022-04-11,4,April
267843,369,US,66.5,1.225,2022-04-21,4,April
267843,370,US,58.0,0.79,2022-04-21,4,April
267843,371,US,56.0,4.65,2022-04-21,4,April
267854,478,US,58.25,5.5275,2022-03-21,3,March
267854,479,US,100.0,7.43,2022-03-24,3,March
267854,480,US,91.5,2.52,2022-03-25,3,March
267854,481,US,100.0,4.3,2022-03-29,3,March
267854,482,US,65.0,35.54,2022-04-01,4,April
267854,538,US,63.0,38.72,2022-04-03,4,April
267854,596,US,50.0,14.13,2022-04-12,4,April
267878,616,US,100.0,9.12,2022-06-15,6,June
267880,368,IN,75.0,3.94,2022-06-22,6,June
267885,635,US,67.0,3.68,2022-05-15,5,May
267885,657,US,83.5,5.345,2022-06-03,6,June
267885,658,US,62.5,1.52,2022-06-03,6,June
267885,659,US,73.5,13.075,2022-06-03,6,June
267888,368,US,83.5,3.21,2022-03-22,3,March
267916,368,US,100.0,3.28,2022-03-19,3,March
267916,369,US,83.5,1.8099999999999998,2022-03-19,3,March
267916,370,US,66.5,2.8099999999999996,2022-03-19,3,March
267916,371,US,79.0,10.97,2022-03-19,3,March
267916,420,US,100.0,2.57,2022-05-31,5,May
267916,421,US,100.0,3.8,2022-06-01,6,June
267916,423,US,79.0,9.725,2022-06-04,6,June
267916,439,US,83.0,3.22,2022-05-26,5,May
267916,440,US,83.0,2.23,2022-05-27,5,May
267916,441,US,83.0,2.23,2022-05-27,5,May
267916,442,US,100.0,4.47,2022-05-30,5,May
267916,443,US,100.0,18.98,2022-05-30,5,May
267916,478,US,100.0,4.3,2022-04-13,4,April
267916,479,US,100.0,6.43,2022-04-14,4,April
267916,480,US,100.0,2.55,2022-04-15,4,April
267916,481,US,83.0,4.47,2022-04-18,4,April
267916,482,US,80.0,120.0,2022-04-19,4,April
267916,518,US,100.0,11.17,2022-03-24,3,March
267916,519,US,83.5,11.610000000000001,2022-03-25,3,March
267916,520,US,100.0,20.8,2022-03-27,3,March
267916,521,US,100.0,24.57,2022-03-30,3,March
267916,522,US,93.0,74.97,2022-03-30,3,March
267916,526,US,96.0,14.45,2022-04-20,4,April
267916,537,US,83.0,8.87,2022-04-19,4,April
267916,538,US,83.0,39.5,2022-04-20,4,April
267916,584,US,67.0,10.67,2022-04-03,4,April
267916,585,US,66.66666666666667,12.073333333333332,2022-04-11,4,April
267916,586,US,66.5,6.305000000000001,2022-04-12,4,April
267916,587,US,61.0,39.58,2022-04-13,4,April
267916,616,US,100.0,4.25,2022-04-14,4,April
267916,617,US,83.0,6.58,2022-04-14,4,April
267916,618,US,67.0,10.75,2022-04-15,4,April
267916,619,US,87.0,41.7,2022-04-18,4,April
267916,635,US,100.0,2.7,2022-04-21,4,April
267916,636,US,83.0,11.43,2022-04-21,4,April
267916,637,US,90.0,92.12,2022-04-21,4,April
267916,644,US,100.0,19.38,2022-04-24,4,April
267916,645,US,100.0,14.3,2022-05-09,5,May
267916,646,US,100.0,22.38,2022-05-19,5,May
267916,647,US,100.0,8.98,2022-05-25,5,May
267916,648,US,97.0,85.15,2022-05-25,5,May
267936,365,GB,83.5,4.465,2022-07-04,7,July
267936,366,GB,75.0,3.0300000000000002,2022-07-04,7,July
267936,368,GB,66.66666666666667,3.0500000000000003,2022-03-31,3,March
267936,369,GB,75.0,3.9899999999999998,2022-03-31,3,March
267936,370,GB,91.5,3.23,2022-03-31,3,March
267936,401,GB,72.0,4.37,2022-05-19,5,May
267936,402,GB,75.0,5.66,2022-05-20,5,May
267936,420,GB,83.5,4.945,2022-05-02,5,May
267936,421,GB,67.0,6.62,2022-05-03,5,May
267936,422,GB,55.666666666666664,2.686666666666667,2022-05-09,5,May
267936,423,GB,73.0,9.075,2022-05-09,5,May
267936,439,GB,83.0,4.73,2022-05-04,5,May
267936,440,GB,75.0,3.1799999999999997,2022-05-04,5,May
267936,441,GB,100.0,2.33,2022-05-04,5,May
267936,442,GB,83.0,6.68,2022-05-05,5,May
267936,518,GB,75.0,7.59,2022-04-30,4,April
267936,519,GB,50.0,4.614999999999999,2022-04-30,4,April
267936,537,GB,66.5,3.925,2022-05-18,5,May
267936,616,GB,66.5,5.220000000000001,2022-05-09,5,May
267936,617,GB,67.0,8.98,2022-05-09,5,May
267936,618,GB,75.0,4.36,2022-05-10,5,May
267936,684,GB,83.0,5.58,2022-07-04,7,July
267949,368,US,83.5,1.5750000000000002,2022-03-27,3,March
267949,369,US,77.66666666666667,1.5433333333333332,2022-04-14,4,April
267949,370,US,83.5,2.615,2022-04-15,4,April
267949,371,US,71.0,17.97,2022-04-15,4,April
267958,518,IN,50.0,13.65,2022-03-19,3,March
267976,518,IN,0.0,20.0,2022-03-31,3,March
267977,539,IN,17.0,10.0,2022-03-19,3,March
267982,563,NG,83.5,5.7,2022-03-24,3,March
267988,368,IN,16.5,2.38,2022-03-19,3,March
268004,563,US,50.0,6.0600000000000005,2022-03-19,3,March
268053,368,US,50.0,3.23,2022-04-17,4,April
268053,369,US,50.0,5.28,2022-04-17,4,April
268053,370,US,83.5,2.4650000000000003,2022-04-17,4,April
268053,616,US,67.0,7.2,2022-06-27,6,June
268053,778,US,0.0,25.0,2022-08-25,8,August
268085,368,IN,50.0,3.8074999999999997,2022-03-20,3,March
268147,712,GB,83.5,6.775,2022-10-18,10,October
268147,757,GB,0.0,0.42,2022-08-22,8,August
268208,368,NG,83.5,4.085,2022-03-22,3,March
268242,368,US,67.0,2.75,2022-03-21,3,March
268242,478,US,83.33333333333333,2.6466666666666665,2022-05-08,5,May
268242,518,US,83.0,15.72,2022-04-16,4,April
268242,519,US,75.0,5.36,2022-04-17,4,April
268242,520,US,0.0,25.0,2022-04-20,4,April
268242,584,US,0.0,12.0,2022-04-24,4,April
268242,723,US,33.0,18.18,2022-09-02,9,September
268257,401,US,49.666666666666664,5.3500000000000005,2022-03-23,3,March
268257,402,US,67.0,3.48,2022-03-28,3,March
268257,403,US,8.0,6.73,2022-03-29,3,March
268257,420,US,67.0,3.17,2022-03-22,3,March
268257,616,US,75.0,2.5949999999999998,2022-04-01,4,April
268257,617,US,100.0,7.72,2022-04-02,4,April
268257,618,US,17.0,8.62,2022-04-05,4,April
268263,368,US,50.0,3.13,2022-03-22,3,March
268263,369,US,33.0,2.6,2022-03-24,3,March
268263,370,US,83.0,3.67,2022-03-24,3,March
268263,420,US,83.0,2.38,2022-03-25,3,March
268263,421,US,50.0,6.23,2022-03-25,3,March
268263,560,US,67.0,4.65,2022-03-30,3,March
268287,518,IN,67.0,19.62,2022-04-20,4,April
268287,537,IN,42.857142857142854,8.525714285714285,2022-08-21,8,August
268287,707,IN,48.3,13.765,2022-09-29,9,September
268287,708,IN,77.83333333333333,13.403333333333334,2022-09-29,9,September
268287,709,IN,66.66666666666667,18.955,2022-10-19,10,October
268287,710,IN,70.75,17.47,2022-09-14,9,September
268287,711,IN,0.0,85.0,2022-09-14,9,September
268287,712,IN,33.5,7.96,2022-09-14,9,September
268287,714,IN,0.0,0.57,2022-08-27,8,August
268287,719,IN,0.0,45.0,2022-08-11,8,August
268287,755,IN,33.0,8.98,2022-10-04,10,October
268293,368,NG,91.5,5.215,2022-03-24,3,March
268293,369,NG,91.5,4.46,2022-03-28,3,March
268293,518,NG,58.5,10.935,2022-04-28,4,April
268293,519,NG,91.5,10.285,2022-05-02,5,May
268293,520,NG,62.5,10.8975,2022-06-01,6,June
268293,710,NG,66.5,13.86,2022-09-20,9,September
268293,757,NG,75.0,4.255,2022-07-12,7,July
268303,563,EG,91.5,5.535,2022-03-22,3,March
268303,564,EG,83.0,6.85,2022-03-22,3,March
268331,368,US,83.0,3.28,2022-03-22,3,March
268331,369,US,83.0,2.57,2022-03-22,3,March
268331,370,US,67.0,3.17,2022-04-02,4,April
268331,478,US,67.0,6.0,2022-05-01,5,May
268331,479,US,100.0,10.4,2022-05-09,5,May
268331,480,US,83.0,4.37,2022-05-10,5,May
268331,481,US,50.0,7.13,2022-05-23,5,May
268331,482,US,50.0,101.97,2022-05-25,5,May
268331,518,US,83.0,12.02,2022-03-23,3,March
268331,519,US,67.0,3.68,2022-03-23,3,March
268331,520,US,83.0,24.08,2022-03-26,3,March
268331,521,US,66.5,6.2,2022-03-30,3,March
268331,522,US,43.0,72.95,2022-04-02,4,April
268331,544,US,67.0,8.82,2022-05-25,5,May
268331,545,US,17.0,10.28,2022-05-26,5,May
268331,546,US,33.0,14.15,2022-05-27,5,May
268331,584,US,67.0,11.72,2022-04-04,4,April
268331,585,US,33.0,8.38,2022-04-06,4,April
268331,586,US,50.0,7.585,2022-04-08,4,April
268331,587,US,11.0,40.0,2022-04-08,4,April
